ID	TEXT	FAQ_RESPONSESOURCEID
634714	Unknown	5023
634715	Unknown	5023
634716	Unknown	5023
634717	Unknown	5023
634718	Unknown	5023
634719	Unknown	5023
634720	Unknown	5023
634721	Unknown	5023
634722	Unknown	5023
634723	Unknown	5023
634724	Unknown	5023
634725	Unknown	5023
634726	Unknown	5023
634727	Unknown	5023
634728	Unknown	5023
634729	Unknown	5023
634730	Unknown	5023
634731	Unknown	5023
634732	Unknown	5023
634733	Unknown	5023
634734	Unknown	5023
634735	Unknown	5023
634736	Unknown	5023
634737	Unknown	5023
634738	Unknown	5023
634739	Unknown	5023
634740	Unknown	5023
634741	Unknown	5023
634742	Unknown	5023
634743	Unknown	5023
634744	Unknown	5023
634745	Unknown	5023
634746	Unknown	5023
634747	Unknown	5023
634748	Unknown	5023
634749	Unknown	5023
634750	Unknown	5023
634751	Unknown	5023
